"","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice","ID"
"1411",20,"RL",84,11670,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Somerst","RRNn","Norm","1Fam","1Story",9,5,2006,2006,"Hip","CompShg","VinylSd","ImStucc","Stone",302,"Ex","TA","PConc","Ex","Gd","No","Unf",0,"Unf",0,1905,1905,"GasA","Ex","Y","SBrkr",1905,0,0,1905,0,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2006,"Fin",3,788,"TA","TA","Y",0,191,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal",320000,1411
"1412",20,"RL",49,15256,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","RRAn","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",84,"Gd","TA","PConc","Gd","TA","Gd","GLQ",929,"Unf",0,556,1485,"GasA","Ex","Y","SBrkr",1464,0,0,1464,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"Unf",3,754,"TA","TA","Y",168,160,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal",282922,1412
"1413",20,"RL",76,10612,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",248,"Gd","TA","PConc","Gd","TA","Mn","GLQ",28,"Unf",0,1496,1524,"GasA","Gd","Y","SBrkr",1534,0,0,1534,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"Fin",2,484,"TA","TA","Y",168,46,0,0,0,0,NA,NA,NA,0,1,2007,"WD","Family",215000,1413
"1414",20,"RL",98,12291,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",10,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",754,"Ex","TA","PConc","Ex","TA","Av","GLQ",1572,"Unf",0,394,1966,"GasA","Ex","Y","SBrkr",1966,0,0,1966,1,0,2,0,1,1,"Ex",6,"Typ",1,"Gd","Attchd",2007,"Fin",3,1092,"TA","TA","Y",76,52,0,0,0,0,NA,NA,NA,0,10,2007,"New","Partial",419005,1414
"1415",20,"RL",116,13501,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",208,"Gd","TA","PConc","Gd","TA","No","GLQ",63,"Unf",0,1560,1623,"GasA","Ex","Y","SBrkr",1636,0,0,1636,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",3,865,"TA","TA","Y",0,60,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",255000,1415
"1416",20,"RL",75,9986,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",428,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1795,1795,"GasA","Ex","Y","SBrkr",1795,0,0,1795,0,0,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,895,"TA","TA","Y",0,49,0,0,0,0,NA,NA,NA,0,2,2007,"New","Partial",147000,1416
"1417",20,"RL",85,9965,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","Somerst","Feedr","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd",NA,NA,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1528,1528,"GasA","Ex","Y","SBrkr",1528,0,0,1528,0,0,3,2,3,1,"Gd",6,"Typ",1,"TA","Attchd",2007,"Unf",2,480,"TA","TA","Y",0,228,0,0,0,0,NA,NA,NA,0,9,2007,"New","Partial",235876,1417
"1418",20,"RL",83,9849,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1689,1689,"GasA","Ex","Y","SBrkr",1689,0,0,1689,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"RFn",3,954,"TA","TA","Y",0,56,0,0,0,0,NA,NA,NA,0,6,2007,"New","Partial",248328,1418
"1419",20,"RL",85,10000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",410,"Gd","TA","PConc","Gd","Gd","Av","Unf",0,"Unf",0,1588,1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,825,"TA","TA","Y",144,45,0,0,0,0,NA,NA,NA,0,12,2007,"WD","Normal",227000,1419
"1420",20,"RL",74,8847,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",148,"Gd","TA","PConc","Gd","TA","Av","GLQ",769,"Unf",0,769,1538,"GasA","Ex","Y","SBrkr",1538,0,0,1538,1,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",2,484,"TA","TA","Y",146,40,0,0,0,0,NA,NA,NA,0,12,2007,"WD","Normal",260000,1420
"1421",20,"RL",76,9158,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",140,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1496,1496,"GasA","Ex","Y","SBrkr",1496,0,0,1496,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"Fin",2,474,"TA","TA","Y",168,130,0,0,0,0,NA,NA,NA,0,6,2007,"New","Partial",225000,1421
"1422",20,"RL",70,8251,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",143,"Gd","TA","PConc","Gd","Gd","Av","GLQ",778,"Unf",0,716,1494,"GasA","Ex","Y","SBrkr",1506,0,0,1506,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"RFn",2,672,"TA","TA","Y",192,35,0,0,0,0,NA,NA,NA,0,4,2007,"WD","Normal",249000,1422
"1423",20,"RL",75,10084,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",186,"Gd","TA","PConc","Ex","TA","Av","GLQ",1369,"Unf",0,317,1686,"GasA","Ex","Y","SBrkr",1694,0,0,1694,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2004,"RFn",2,636,"TA","TA","Y",255,57,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal",307000,1423
"1424",60,"RL",75,8778,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1302,1302,"GasA","Ex","Y","SBrkr",1302,528,0,1830,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"BuiltIn",2006,"RFn",3,859,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal",221300,1424
"1425",20,"FV",72,8640,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1314,1338,"GasA","Ex","Y","SBrkr",1338,0,0,1338,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"RFn",2,598,"TA","TA","Y",0,141,0,0,0,0,NA,NA,NA,0,11,2007,"New","Partial",208900,1425
"1426",20,"FV",75,9000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1335,1335,"GasA","Ex","Y","SBrkr",1335,0,0,1335,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"RFn",2,575,"TA","TA","Y",0,210,0,0,0,0,NA,NA,NA,0,6,2007,"New","Partial",210400,1426
"1427",60,"FV",72,8640,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",350,"Unf",0,546,896,"GasA","Ex","Y","SBrkr",896,896,0,1792,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2007,"Fin",2,590,"TA","TA","Y",184,96,0,0,0,0,NA,NA,NA,0,11,2007,"New","Partial",255000,1427
"1428",60,"FV",81,10411,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",5,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","CBlock","Gd","TA",NA,"Unf",0,"Unf",0,725,725,"GasA","Ex","Y","SBrkr",725,863,0,1588,0,0,3,0,3,1,"Gd",8,"Typ",0,NA,"Attchd",2007,"Unf",2,561,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2007,"New","Partial",212109,1428
"1429",60,"FV",75,9000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1088,1088,"GasA","Ex","Y","SBrkr",1088,871,0,1959,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",3,1025,"TA","TA","Y",208,46,0,0,0,0,NA,NA,NA,0,12,2007,"WD","Normal",270000,1429
"1430",60,"FV",112,12217,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Hip","CompShg","WdShing","Wd Shng",NA,NA,"Gd","TA","PConc","Ex","TA","Av","GLQ",745,"Unf",0,210,955,"GasA","Ex","Y","SBrkr",955,925,0,1880,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,880,"TA","TA","Y",168,127,0,0,0,0,NA,NA,NA,0,12,2007,"New","Partial",310013,1430
"1431",20,"FV",84,11096,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",0,1632,1656,"GasA","Ex","Y","SBrkr",1656,0,0,1656,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2006,"RFn",3,826,"TA","TA","Y",0,146,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",249700,1431
"1432",60,"FV",84,10207,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,874,874,"GasA","Ex","Y","SBrkr",874,887,0,1761,0,0,3,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"Fin",2,578,"TA","TA","Y",144,105,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial",227875,1432
"1433",20,"FV",84,10440,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"Ex","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1574,1574,"GasA","Ex","Y","SBrkr",1584,0,0,1584,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2007,"Fin",2,594,"TA","TA","Y",0,256,0,0,0,0,NA,NA,NA,0,5,2007,"New","Partial",261329,1433
"1434",20,"FV",100,11824,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",298,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1685,1685,"GasA","Ex","Y","SBrkr",1685,0,0,1685,0,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2006,"Fin",3,658,"TA","TA","Y",112,63,0,0,0,0,NA,NA,NA,0,4,2007,"WD","Normal",253000,1434
"1435",60,"FV",85,10625,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",353,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1158,1158,"GasA","Ex","Y","SBrkr",1158,1285,0,2443,0,0,2,1,4,1,"Gd",9,"Min2",1,"Gd","BuiltIn",2004,"RFn",3,744,"TA","TA","Y",193,127,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",265000,1435
"1436",60,"FV",102,11143,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1580,1580,"GasA","Ex","Y","SBrkr",1580,886,0,2466,0,0,3,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"RFn",2,610,"TA","TA","Y",159,214,0,0,0,0,NA,NA,NA,0,12,2007,"WD","Normal",340000,1436
"1437",20,"RL",63,7500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1100,1100,"GasA","Ex","Y","SBrkr",1100,0,0,1100,0,0,1,1,3,1,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,136,0,0,0,0,NA,NA,NA,0,6,2007,"New","Partial",146000,1437
"1438",20,"RL",63,7500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1143,1143,"GasA","Ex","Y","SBrkr",1143,0,0,1143,0,0,1,1,3,1,"Gd",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,55,0,0,0,0,NA,NA,NA,0,10,2007,"WD","Normal",147000,1438
"1439",20,"RL",60,12450,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",126,"Gd","TA","PConc","Gd","TA","No","GLQ",729,"Unf",0,365,1094,"GasA","Ex","Y","SBrkr",1094,0,0,1094,1,0,1,0,3,1,"Gd",6,"Typ",0,NA,"Detchd",2004,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",149000,1439
"1440",20,"RL",65,7441,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1461,1461,"GasA","Ex","Y","SBrkr",1486,0,0,1486,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2006,"RFn",2,566,"TA","TA","Y",0,32,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",181000,1440
"1441",60,"RL",70,8462,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1994,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",105,"Gd","Gd","PConc","Gd","Gd","No","GLQ",814,"Unf",0,114,928,"GasA","Ex","Y","SBrkr",936,785,0,1721,0,1,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1994,"RFn",2,471,"TA","TA","Y",300,87,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",201000,1441
"1442",60,"RL",NA,11613,"Pave",NA,"IR2","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1993,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","ALQ",480,"Unf",0,384,864,"GasA","Ex","Y","SBrkr",920,900,0,1820,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1993,"RFn",2,492,"TA","TA","Y",144,85,0,0,0,0,NA,"GdPrv",NA,0,5,2007,"WD","Normal",191750,1442
"1443",20,"RL",65,8450,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1349,1349,"GasA","Ex","Y","SBrkr",1349,0,0,1349,0,0,2,0,3,1,"TA",6,"Typ",0,NA,"Attchd",2000,"Unf",2,539,"TA","TA","Y",120,55,0,0,0,0,NA,"GdPrv",NA,0,12,2007,"WD","Normal",179000,1443
"1444",20,"RL",NA,16196,"Pave",NA,"IR3","Low","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1443,"Unf",0,39,1482,"GasA","Ex","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"Gd",5,"Typ",1,"Fa","Attchd",1998,"RFn",2,514,"TA","TA","Y",402,25,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal",215000,1444
"1445",120,"RL",50,8012,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1992,1992,"Gable","CompShg","Plywood","ImStucc","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",430,"Unf",0,1145,1575,"GasA","Gd","Y","SBrkr",1575,0,0,1575,1,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",1992,"RFn",2,529,"TA","TA","Y",0,0,52,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",179200,1445
"1446",160,"RL",50,8012,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","2Story",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,630,630,"GasA","Ex","Y","SBrkr",630,636,0,1266,0,0,1,1,2,1,"TA",5,"Typ",2,"TA","Attchd",1980,"RFn",1,283,"TA","TA","Y",340,0,0,0,0,0,NA,"MnPrv",NA,0,7,2007,"WD","Normal",128000,1446
"1447",90,"RH",60,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","1Story",5,5,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",320,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",2020,0,0,2020,0,0,2,0,4,2,"TA",10,"Typ",2,"TA","Detchd",1977,"Unf",2,630,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2007,"WD","Normal",144000,1447
"1448",20,"RL",64,6285,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","LwQ",138,"Rec",351,405,894,"GasA","TA","Y","SBrkr",894,0,0,894,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1979,"Unf",1,308,"TA","TA","Y",192,0,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal",120750,1448
"1449",20,"RL",80,8480,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",630,"Unf",0,340,970,"GasA","TA","Y","SBrkr",970,0,0,970,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1996,"Unf",2,624,"TA","TA","Y",0,24,0,0,192,0,NA,NA,NA,0,7,2007,"WD","Normal",132500,1449
"1450",20,"RL",70,7420,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",417,"Unf",0,640,1057,"GasA","TA","Y","SBrkr",1057,0,0,1057,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1977,"Fin",2,576,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2007,"WD","Normal",132000,1450
"1451",20,"RL",NA,7758,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1962,2001,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",588,"Unf",0,411,999,"GasA","Gd","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,"Gd",6,"Typ",0,NA,"Detchd",1963,"Unf",1,264,"TA","TA","Y",0,132,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal",132500,1451
"1452",20,"RL",85,6970,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,5,1961,1961,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",932,"Unf",0,108,1040,"GasA","TA","Y","SBrkr",1120,0,0,1120,1,0,1,1,3,1,"Fa",5,"Typ",0,NA,"Attchd",1961,"RFn",2,544,"TA","TA","Y",168,0,0,0,0,0,NA,NA,"Shed",400,5,2007,"WD","Normal",129000,1452
"1453",20,"RL",40,13673,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,1140,1140,"GasA","TA","Y","SBrkr",1696,0,0,1696,0,0,1,1,3,1,"TA",8,"Min2",1,"TA","Attchd",1962,"RFn",1,349,"TA","TA","Y",0,30,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal",143900,1453
"1454",20,"RL",84,7476,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",812,"Unf",0,228,1040,"GasA","TA","Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,"TA",5,"Typ",0,NA,"Detchd",1991,"Fin",2,686,"TA","TA","Y",188,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",145000,1454
"1455",20,"RL",NA,9945,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1961,1961,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",57,"TA","TA","CBlock","TA","TA","No","Rec",827,"Unf",0,161,988,"GasA","TA","Y","SBrkr",988,0,0,988,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1963,"Unf",2,572,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2007,"WD","Normal",128500,1455
"1456",60,"RL",NA,19522,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","2Story",7,5,1990,1990,"Gable","CompShg","HdBoard","HdBoard","BrkFace",272,"Gd","TA","PConc","Gd","TA","No","GLQ",727,"Unf",0,496,1223,"GasA","Gd","Y","SBrkr",1271,1232,0,2503,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1990,"RFn",2,564,"TA","TA","Y",0,99,0,0,182,0,NA,NA,NA,0,2,2007,"WD","Normal",300000,1456
"1457",20,"RL",44,10751,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,5,1974,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",44,"TA","TA","CBlock","Fa","TA","Gd","ALQ",787,"Unf",0,250,1037,"GasA","TA","Y","SBrkr",1037,0,0,1037,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1974,"RFn",2,431,"TA","TA","Y",136,47,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal",129000,1457
"1458",85,"RL",NA,16647,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","SFoyer",5,5,1975,1981,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1390,"Unf",0,0,1390,"GasA","TA","Y","SBrkr",1701,0,0,1701,1,0,2,0,3,1,"TA",6,"Min2",2,"TA","Basment",1975,"Fin",2,611,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,1,2007,"WD","Normal",171000,1458
